sentence,phrase,tokens,bio_sim_words,chem_sim_words,phy_sim_words,math_sim_words,tech_sim_words,eng_sim_words,medical_terms,polarity,subjectivity,ner,interjections,nouns,adverb,verb,determiner,pronoun,adjective,preposition,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,able,amazing,background,bit,chose,class,college,family,goal,going,hard,high,im,knowledge,learning,life,live,parents,potential,proud,say,school,successful,things,want,way
sf state is the only other school i got into other then whittier because of a transcript screw up at my high school.,"['Astronomy specifically was a big part of my childhood because my Dad had always been obsessed with the stars, space, and science as a whole']","['sf', 'state', 'is', 'the', 'only', 'other', 'school', 'i', 'got', 'into', 'other', 'then', 'whittier', 'because', 'of', 'a', 'transcript', 'screw', 'up', 'at', 'my', 'high', 'school', '.']",0,0,0,0,0,0,0,-0.0225,0.5725,0,0,6,4,2,2,0,3,4,-0.07300278544425964,0.07209321856498718,0.11022146046161652,0.09124340116977692,0.09769400209188461,-0.32498225569725037,0.1765904575586319,0.45841506123542786,-0.1974841207265854,-0.18091429769992828,0.16341015696525574,-0.3348274827003479,-0.03691805154085159,0.2123270183801651,-0.017292844131588936,0.0676102414727211,0.18553851544857025,-0.08762319386005402,-0.14314870536327362,-0.4652315080165863,0.017955778166651726,-0.044432319700717926,0.2280399352312088,-0.0967227891087532,-0.15746058523654938,0.03280845656991005,-0.07537174224853516,-0.07518995553255081,-0.23446235060691833,0.055930245667696,0.27376359701156616,0.029149234294891357,0.3259827494621277,-0.21633599698543549,0.046641815453767776,0.3704994320869446,0.08909807354211807,-0.07885061204433441,-0.04491470754146576,-0.24577613174915314,0.17502351105213165,-0.08729581534862518,-0.039827290922403336,0.004247081000357866,0.19543980062007904,0.006144478917121887,-0.22226375341415405,0.02598116174340248,0.0684124231338501,0.16147053241729736,0.052090417593717575,-0.08555543422698975,-0.08015704900026321,-0.0964699313044548,0.01670277863740921,0.20086821913719177,0.04504753276705742,0.03140727058053017,-0.10729247331619263,0.04181577265262604,-0.04245457053184509,-0.06656894832849503,0.10649193078279495,0.1104925274848938,-0.13671161234378815,0.3291955888271332,0.18346866965293884,0.17001613974571228,-0.24653148651123047,0.18496856093406677,-0.023671196773648262,0.15214908123016357,0.08731433749198914,0.07536457479000092,0.5041083097457886,-0.015238058753311634,0.04395253583788872,0.04426239803433418,-0.042496055364608765,-0.08629648387432098,-0.2446238100528717,0.13887478411197662,-0.05090925842523575,0.16648103296756744,-0.29751673340797424,0.0024535744450986385,0.22481532394886017,0.028935914859175682,0.20426703989505768,-0.016058266162872314,0.4130817949771881,0.2856433093547821,0.012543636374175549,0.05602734908461571,0.19069862365722656,-0.004004440736025572,0.22291937470436096,-0.12000741064548492,0.0176475178450346,0.12328365445137024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
i also think that all college stuff gets you prepared for the work load that is waiting for me out there.,"['Im also here for my family that have helped me in my journey of education, so the least I can do is graduate and make them proud.']","['i', 'also', 'think', 'that', 'all', 'college', 'stuff', 'gets', 'you', 'prepared', 'for', 'the', 'work', 'load', 'that', 'is', 'waiting', 'for', 'me', 'out', 'there', '.']",0,0,0,0,0,0,0,0.0,0.0,0,0,5,2,2,2,2,0,4,-0.0964941754937172,0.18675865232944489,0.11139167845249176,0.060268204659223557,0.10766705125570297,-0.38124993443489075,0.195369690656662,0.4933735132217407,-0.21294304728507996,-0.1829591691493988,0.14890730381011963,-0.34479326009750366,-0.01386156864464283,0.13915549218654633,0.06689685583114624,-0.053731516003608704,0.1671326458454132,-0.17591020464897156,-0.0849142000079155,-0.48521867394447327,-0.05099395290017128,-0.09454444795846939,0.15932968258857727,-0.09907668083906174,-0.0833822637796402,0.015206591226160526,-0.24833501875400543,0.03768071532249451,-0.11207110434770584,0.04239381477236748,0.268235445022583,0.008867333643138409,0.3123183250427246,-0.15137381851673126,0.027179326862096786,0.2841152250766754,0.14076077938079834,-0.011808555573225021,-0.10408433526754379,-0.2867915630340576,0.06088960915803909,-0.10451999306678772,-0.007780277170240879,-0.023436622694134712,0.13838328421115875,0.06008031219244003,-0.17037497460842133,0.06408709287643433,0.01747051253914833,0.20387041568756104,0.012851436622440815,-0.05714758113026619,-0.057465773075819016,-0.05285689979791641,-0.06386421620845795,0.12782737612724304,0.05539505183696747,0.033778540790081024,-0.07964024692773819,0.10946273803710938,0.07010499387979507,-0.07170325517654419,0.06740538775920868,0.14351455867290497,-0.08600553125143051,0.3117193579673767,0.1415383368730545,0.1650172472000122,-0.27434635162353516,0.2426253706216812,0.04089728742837906,0.18039555847644806,0.15449604392051697,0.010134793817996979,0.4472978711128235,-0.13781903684139252,0.022979149594902992,0.06430195271968842,-0.021158136427402496,-0.18240955471992493,-0.24565355479717255,0.11110318452119827,-0.13663429021835327,0.1513396054506302,-0.24116815626621246,-0.002166867721825838,0.2595100998878479,0.14177560806274414,0.20238825678825378,-0.056005220860242844,0.4107325077056885,0.14985136687755585,-0.07809323072433472,0.058565277606248856,0.2564060688018799,-0.06495041400194168,0.26152029633522034,-0.08028512448072433,-0.029660668224096298,0.02453974075615406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i chose the major kinesiology because of my background in sports and my love for health and fitness.,"['At a very young age my parents taught me the importance of knowledge and good education. Since I am a first generation American, my parents believed that with a good education, my sister and I could have a better life and more opportunities.']","['i', 'chose', 'the', 'major', 'kinesiology', 'because', 'of', 'my', 'background', 'in', 'sports', 'and', 'my', 'love', 'for', 'health', 'and', 'fitness', '.']",1,0,0,0,0,0,1,0.28125,0.55,0,0,7,0,1,1,0,1,4,-0.11912553757429123,0.17741259932518005,0.16514727473258972,0.04935094714164734,0.14691898226737976,-0.35393962264060974,0.22212424874305725,0.45499855279922485,-0.20065534114837646,-0.20603223145008087,0.17523686587810516,-0.29260164499282837,-0.03262566030025482,0.14208874106407166,0.025549450889229774,0.0391196645796299,0.20267526805400848,-0.0772228091955185,-0.11849905550479889,-0.468232661485672,-0.006881273351609707,-0.047210466116666794,0.28471291065216064,-0.05278296396136284,-0.11435522139072418,0.09310805052518845,-0.12428488582372665,0.03534281626343727,-0.17453253269195557,0.05641794949769974,0.24282051622867584,0.008919073268771172,0.31370681524276733,-0.2366807609796524,0.04236960411071777,0.32953059673309326,0.10361365228891373,-0.041748322546482086,-0.07856081426143646,-0.2503301799297333,0.18288663029670715,-0.12707561254501343,-0.056918296962976456,0.0129762077704072,0.15674050152301788,0.008331533521413803,-0.20979657769203186,0.04528314247727394,0.11058265715837479,0.2017889767885208,0.1014203429222107,-0.13470330834388733,-0.13683414459228516,-0.10795696079730988,-0.09851931035518646,0.15574562549591064,0.03500668331980705,0.008865201845765114,-0.12599416077136993,0.04366883262991905,0.010053250938653946,-0.11059370636940002,0.13974371552467346,0.1726527065038681,-0.11242680251598358,0.37442511320114136,0.204672172665596,0.17604081332683563,-0.2697702944278717,0.1839515119791031,-0.021899256855249405,0.21859997510910034,0.13554199039936066,0.046168986707925797,0.4931143522262573,-0.08436768501996994,0.02963711880147457,0.040616557002067566,0.002959270728752017,-0.12022586166858673,-0.279043585062027,0.09428808838129044,-0.07985449582338333,0.0789092630147934,-0.30582860112190247,-0.003448463510721922,0.2957497835159302,0.002140657976269722,0.1681656688451767,-0.09933748841285706,0.4339267313480377,0.19345293939113617,0.006087840534746647,0.061163559556007385,0.2200181782245636,-0.061832427978515625,0.34058889746665955,-0.13105334341526031,-0.0659480094909668,0.10718914866447449,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i would say that i am here in school because it's something that is very looked upon in my family since i am a first generation of going to a university.,"[""I would say that I am here in school because it's something that is very looked upon in my family since I am a first generation of going to a university.""]","['i', 'would', 'say', 'that', 'i', 'am', 'here', 'in', 'school', 'because', 'it', ""'s"", 'something', 'that', 'is', 'very', 'looked', 'upon', 'in', 'my', 'family', 'since', 'i', 'am', 'a', 'first', 'generation', 'of', 'going', 'to', 'a', 'university', '.']",0,0,0,0,0,0,1,0.225,0.31666666666666665,0,0,8,2,2,2,1,2,7,-0.14828184247016907,0.14157164096832275,0.1227145865559578,0.10247834771871567,0.09207704663276672,-0.37002819776535034,0.19910618662834167,0.4386046826839447,-0.19313034415245056,-0.21505135297775269,0.21079117059707642,-0.34821969270706177,-0.04553834721446037,0.1933068186044693,0.025668874382972717,0.059366218745708466,0.20238983631134033,-0.12983496487140656,-0.1361711472272873,-0.5386798977851868,-0.011716409586369991,-0.04312016814947128,0.3006356358528137,-0.10295671969652176,-0.12008435279130936,0.05782199278473854,-0.1785140484571457,-0.03347454220056534,-0.19864337146282196,0.06370531767606735,0.32885077595710754,0.005220201797783375,0.3790109157562256,-0.23321570456027985,0.09316080808639526,0.3495538830757141,0.14642702043056488,0.009886035695672035,-0.035894785076379776,-0.24762292206287384,0.15432853996753693,-0.05681367218494415,-0.05331860110163689,-0.02609366737306118,0.14484775066375732,-0.0029143772553652525,-0.2064744085073471,0.09676054865121841,0.096571184694767,0.19586321711540222,0.04956868663430214,-0.07442860305309296,-0.04771927371621132,-0.060059595853090286,0.015590392984449863,0.21062974631786346,0.08178063482046127,0.03298342227935791,-0.09186407923698425,0.08724634349346161,-0.008176728151738644,-0.08932385593652725,0.11637772619724274,0.16326631605625153,-0.07431001961231232,0.3536515533924103,0.21181823313236237,0.20322979986667633,-0.28437837958335876,0.21016925573349,-0.002062611049041152,0.20880132913589478,0.10761253535747528,0.04692042991518974,0.5451304316520691,-0.08786424249410629,0.04123811423778534,0.03510168567299843,0.006272903177887201,-0.20575974881649017,-0.3069291412830353,0.15323099493980408,-0.04405573382973671,0.12832871079444885,-0.3187065124511719,-0.034546785056591034,0.285275399684906,0.012223492376506329,0.19287168979644775,-0.029972748830914497,0.4615517556667328,0.2556983530521393,-0.012021424248814583,0.052773091942071915,0.19685597717761993,-0.04026220366358757,0.25106728076934814,-0.09926443547010422,-0.005954604130238295,0.13208512961864471,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
i become passionate in learning because it all feels very applicable to almost a daily basis.,"['Astronomy specifically was a big part of my childhood because my Dad had always been obsessed with the stars, space, and science as a whole']","['i', 'become', 'passionate', 'in', 'learning', 'because', 'it', 'all', 'feels', 'very', 'applicable', 'to', 'almost', 'a', 'daily', 'basis', '.']",0,0,0,0,0,0,0,0.05000000000000001,0.38333333333333336,0,0,4,2,0,2,1,3,2,-0.14058107137680054,0.1654987931251526,0.10250347852706909,0.061847854405641556,0.11021074652671814,-0.3491056561470032,0.16210858523845673,0.4628147482872009,-0.19998855888843536,-0.2018977254629135,0.11943580210208893,-0.3295089602470398,-0.016515487805008888,0.17968875169754028,0.02299489453434944,-0.03921111300587654,0.12651343643665314,-0.149858295917511,-0.1118784099817276,-0.4694810211658478,-0.038486771285533905,-0.0912385955452919,0.18368235230445862,-0.07997647672891617,-0.05685645341873169,0.04004461318254471,-0.19376744329929352,0.01731227897107601,-0.15115544199943542,0.04462422803044319,0.2541063725948334,0.0250078197568655,0.2719053328037262,-0.20752644538879395,0.03706870600581169,0.3073810636997223,0.16847248375415802,-0.01377920527011156,-0.09696237742900848,-0.28087636828422546,0.08862895518541336,-0.10164292901754379,-0.05790777876973152,0.005591088440269232,0.15231914818286896,0.024886077269911766,-0.15966838598251343,0.06140068173408508,0.09114668518304825,0.19002105295658112,0.051711004227399826,-0.07773879170417786,-0.055214837193489075,-0.048166487365961075,-0.038950175046920776,0.16296033561229706,0.062160834670066833,0.025069940835237503,-0.10242904722690582,0.11269005388021469,0.05510801821947098,-0.05533347651362419,0.07255225628614426,0.13964320719242096,-0.11919856816530228,0.3109232485294342,0.1907556653022766,0.2037820816040039,-0.24078595638275146,0.25087329745292664,0.040266577154397964,0.23247916996479034,0.17229847609996796,0.0075820558704435825,0.45142868161201477,-0.12162412703037262,0.0242102462798357,0.055862922221422195,0.00490667624399066,-0.17710380256175995,-0.26224473118782043,0.10199400037527084,-0.10817001760005951,0.09100956469774246,-0.2685580253601074,-0.05843306705355644,0.25295719504356384,0.09004581719636917,0.2175370752811432,-0.04852953180670738,0.4417668282985687,0.20656029880046844,-0.029782958328723907,0.04733128100633621,0.25181230902671814,-0.030833104625344276,0.24309135973453522,-0.1284012496471405,-0.0401657335460186,0.0845450684428215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"with this pandemic going on, it has influenced me to push myself to continue what i am doing because i have a lot of time on my hands to get things done.",['My mom has been the biggest influence in helping me make my decisions. She has guided me throughout my life in wanting me to be successful.'],"['with', 'this', 'pandemic', 'going', 'on', ',', 'it', 'has', 'influenced', 'me', 'to', 'push', 'myself', 'to', 'continue', 'what', 'i', 'am', 'doing', 'because', 'i', 'have', 'a', 'lot', 'of', 'time', 'on', 'my', 'hands', 'to', 'get', 'things', 'done', '.']",0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,8,2,3,1,5,-0.1560085266828537,0.18403543531894684,0.10473795980215073,0.08414676040410995,0.13402830064296722,-0.37839534878730774,0.20390541851520538,0.4989466071128845,-0.19558842480182648,-0.24157322943210602,0.15916459262371063,-0.33789482712745667,-0.01989281363785267,0.20132242143154144,0.0425141416490078,-0.022685708478093147,0.15859651565551758,-0.17136028409004211,-0.1155543103814125,-0.5033746361732483,-0.06130218505859375,-0.0852215439081192,0.21046611666679382,-0.06920431554317474,-0.06242167949676514,0.0583895780146122,-0.23155498504638672,0.08583395183086395,-0.1330745667219162,0.040693193674087524,0.3123936951160431,0.033044129610061646,0.28841033577919006,-0.17623664438724518,0.05943763256072998,0.3142484128475189,0.15978069603443146,0.006179865915328264,-0.08128737658262253,-0.2291758954524994,0.07063497602939606,-0.08422432094812393,-0.0578506775200367,-0.04268445447087288,0.11464881896972656,0.024249698966741562,-0.1702238768339157,0.08584637194871902,0.0749148353934288,0.2017456740140915,0.02302362583577633,-0.09756636619567871,-0.07325109839439392,-0.04511096701025963,-0.015593440271914005,0.18978999555110931,0.07520203292369843,0.06066768616437912,-0.08508392423391342,0.1229812279343605,0.04655012488365173,-0.11228157579898834,0.1237216666340828,0.15736760199069977,-0.12514027953147888,0.33787816762924194,0.24737991392612457,0.17278365790843964,-0.26157891750335693,0.28114598989486694,0.038395483046770096,0.1928962767124176,0.1672362983226776,0.01712500862777233,0.43476489186286926,-0.14899906516075134,-0.02107456885278225,0.03812827169895172,0.0037259883247315884,-0.2109544575214386,-0.30039870738983154,0.1028326079249382,-0.09659037739038467,0.08092724531888962,-0.23992305994033813,-0.03830909729003906,0.2936602830886841,0.06887040287256241,0.20690853893756866,-0.06528574228286743,0.42275580763816833,0.18683259189128876,-0.017892945557832718,0.03487977758049965,0.20771130919456482,-0.06563001126050949,0.26282799243927,-0.12205963581800461,-0.03901136294007301,0.0974610298871994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"my mom and dad cemented in me that the only way to avoid such a hectic beginning to life was to go to college right after high school, since that is what they wished they would have done.",['I see why they want me to go to school and I want to make them proud'],"['my', 'mom', 'and', 'dad', 'cemented', 'in', 'me', 'that', 'the', 'only', 'way', 'to', 'avoid', 'such', 'a', 'hectic', 'beginning', 'to', 'life', 'was', 'to', 'go', 'to', 'college', 'right', 'after', 'high', 'school', ',', 'since', 'that', 'is', 'what', 'they', 'wished', 'they', 'would', 'have', 'done', '.']",0,0,0,0,0,0,0,0.11142857142857143,0.6439285714285714,0,0,7,1,7,3,3,3,4,-0.09715960919857025,0.14309456944465637,0.0756438821554184,0.05450587347149849,0.09612422436475754,-0.37307456135749817,0.16277220845222473,0.499982625246048,-0.1584709882736206,-0.24439561367034912,0.13564187288284302,-0.3496827781200409,-0.02167198434472084,0.20656561851501465,-0.010177805088460445,0.016995007172226906,0.186135396361351,-0.16093288362026215,-0.10478480160236359,-0.46949005126953125,-0.021558407694101334,-0.1325477659702301,0.18898716568946838,-0.05754682794213295,-0.14356453716754913,0.02724453993141651,-0.1790258139371872,0.003292646026238799,-0.13170546293258667,0.04932072013616562,0.32094135880470276,0.05497404932975769,0.2643069922924042,-0.16339631378650665,0.03527575358748436,0.2991607189178467,0.11378667503595352,-0.05655071511864662,-0.07664507627487183,-0.21740777790546417,0.10772018879652023,-0.06188802793622017,-0.02813895419239998,-0.03787865489721298,0.14618679881095886,0.039310015738010406,-0.1591373085975647,0.011086919344961643,0.025268441066145897,0.20704743266105652,0.003152568591758609,-0.09611969441175461,-0.05673949792981148,-0.039724551141262054,0.02312418259680271,0.1730307638645172,0.0971357524394989,0.07424908876419067,-0.09284834563732147,0.08653376251459122,0.02402949333190918,-0.08769267052412033,0.07929879426956177,0.11709942668676376,-0.1501769721508026,0.3106537461280823,0.2475130409002304,0.14016298949718475,-0.23276717960834503,0.27288132905960083,0.011809463612735271,0.13353531062602997,0.17192988097667694,0.048971712589263916,0.42097195982933044,-0.09331738203763962,-0.006494220346212387,0.05927642434835434,-0.040366530418395996,-0.1568598598241806,-0.2570272982120514,0.12373361736536026,-0.11033183336257935,0.1307927519083023,-0.19532175362110138,-0.039302997291088104,0.2518344223499298,0.12617003917694092,0.20327675342559814,-0.045735906809568405,0.367402583360672,0.21136896312236786,-0.025497039780020714,0.04717915132641792,0.187615767121315,-0.06096675619482994,0.22121399641036987,-0.11162804067134857,0.006421083118766546,0.1207132562994957,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
it isn't enough to set a goal in mind.,"['Since no one in my family ever lived the college experience, I had to rely on teachers and mentors for help. But somehow, I managed and before long, I found myself at San Francisco State University, as a firstgeneration student.']","['it', 'is', ""n't"", 'enough', 'to', 'set', 'a', 'goal', 'in', 'mind', '.']",0,0,0,0,0,0,0,0.0,0.5,0,0,2,2,1,1,1,0,1,-0.10837391018867493,0.21717321872711182,0.11640442907810211,0.0710732638835907,0.1264667809009552,-0.44512516260147095,0.21171683073043823,0.4847755432128906,-0.2084890604019165,-0.2471456527709961,0.18599772453308105,-0.3393131494522095,-0.016190357506275177,0.16002510488033295,0.07108008861541748,-0.0009564749198034406,0.18041259050369263,-0.09505912661552429,-0.07502566277980804,-0.48273319005966187,-0.06720790266990662,-0.12605473399162292,0.2706735134124756,-0.029036005958914757,-0.12145543098449707,0.07607385516166687,-0.2287548929452896,0.04268991947174072,-0.15156763792037964,0.0947534367442131,0.2857520282268524,0.024697057902812958,0.3175804316997528,-0.25448089838027954,0.07000071555376053,0.28436577320098877,0.1506899744272232,0.006303631700575352,-0.0815870612859726,-0.2444494068622589,0.10440453141927719,-0.07461933046579361,-0.07979673892259598,0.03876194730401039,0.10316281765699387,-0.006300621200352907,-0.16213954985141754,0.061703309416770935,0.10062550753355026,0.1854858547449112,0.03499608114361763,-0.08009274303913116,-0.034598443657159805,-0.0843997597694397,-0.047944922000169754,0.1424618363380432,0.034760989248752594,0.07725037634372711,-0.06695733964443207,0.12235365808010101,-0.00971516314893961,-0.13390178978443146,0.10042163729667664,0.14518655836582184,-0.1070922464132309,0.3662336766719818,0.24957087635993958,0.18566083908081055,-0.29132407903671265,0.2317352294921875,-0.0006917702849023044,0.19565893709659576,0.16914677619934082,0.028032319620251656,0.4639957845211029,-0.08953972905874252,-0.01721169985830784,0.06766614317893982,-0.012219619005918503,-0.23573674261569977,-0.2772623300552368,0.14023548364639282,-0.07137876003980637,0.06035247817635536,-0.26072609424591064,-0.044767193496227264,0.299044132232666,0.02665688842535019,0.1996239870786667,-0.09261944890022278,0.4526393711566925,0.1805608868598938,-0.0382862314581871,0.06663976609706879,0.1802634447813034,-0.06790804117918015,0.30182206630706787,-0.11940969526767731,-0.015044378116726875,0.0775388777256012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despite what my grades may say.im here because my family wanted me to have a better life than they did back in china they gave up what amazing or bad opportunities they had all for my and my brothers futures.,"[""I'm here because my family wanted me to have a better life than they did back in china.""]","['despite', 'what', 'my', 'grades', 'may', 'say.im', 'here', 'because', 'my', 'family', 'wanted', 'me', 'to', 'have', 'a', 'better', 'life', 'than', 'they', 'did', 'back', 'in', 'china', 'they', 'gave', 'up', 'what', 'amazing', 'or', 'bad', 'opportunities', 'they', 'had', 'all', 'for', 'my', 'and', 'my', 'brothers', 'futures', '.']",0,0,0,0,0,0,1,0.10000000000000006,0.5166666666666666,0,0,8,2,6,2,4,2,5,-0.11839526891708374,0.20119179785251617,0.06516212224960327,0.029839567840099335,0.15501339733600616,-0.38756969571113586,0.17819659411907196,0.5159343481063843,-0.16018815338611603,-0.21793831884860992,0.15661416947841644,-0.3192245364189148,-0.03819505125284195,0.17865240573883057,0.021189920604228973,-0.0008194550755433738,0.1801748424768448,-0.15297216176986694,-0.11459167301654816,-0.499554306268692,-0.028829392045736313,-0.11022620648145676,0.18283116817474365,-0.03845665231347084,-0.13057319819927216,0.04306128993630409,-0.20188863575458527,0.04642375186085701,-0.11320241540670395,0.01253411266952753,0.335285484790802,0.05199362710118294,0.26929768919944763,-0.14803114533424377,0.04223376512527466,0.31157994270324707,0.13658377528190613,-0.017606059089303017,-0.1083749383687973,-0.2631438970565796,0.08411044627428055,-0.09184831380844116,-0.0052728913724422455,-0.05835019052028656,0.14629490673542023,0.05039117857813835,-0.16658936440944672,0.05290373042225838,0.04312499612569809,0.18274372816085815,-0.0067597017623484135,-0.08147948980331421,-0.0846976712346077,-0.0511181615293026,-0.05935626104474068,0.14664189517498016,0.07610131055116653,0.0350283607840538,-0.11937738955020905,0.061888065189123154,0.0694255456328392,-0.10175298154354095,0.14290916919708252,0.1472042351961136,-0.15992426872253418,0.2959134876728058,0.24444499611854553,0.1401108056306839,-0.23811005055904388,0.28101131319999695,0.024744490161538124,0.13154123723506927,0.1386083960533142,0.06075550988316536,0.41711434721946716,-0.129708394408226,-0.020221484825015068,0.08081573992967606,-0.03405367210507393,-0.15208493173122406,-0.2573852241039276,0.06850411742925644,-0.11673824489116669,0.11185862123966217,-0.19804562628269196,0.0036962185986340046,0.30733129382133484,0.12612223625183105,0.20454569160938263,-0.07540486007928848,0.39027246832847595,0.18464675545692444,-0.001596631365828216,0.051677171140909195,0.18013185262680054,-0.076271653175354,0.271501749753952,-0.12098968029022217,-0.04222536459565163,0.09496165812015533,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"because i want to be successful, i want to make my parents proud and most importantly i want to reach my full potential and make myself proud.","['Because I want to be successful, I want to make my parents proud and most importantly I want to reach my full potential and make myself proud.']","['because', 'i', 'want', 'to', 'be', 'successful', ',', 'i', 'want', 'to', 'make', 'my', 'parents', 'proud', 'and', 'most', 'importantly', 'i', 'want', 'to', 'reach', 'my', 'full', 'potential', 'and', 'make', 'myself', 'proud', '.']",0,0,0,0,0,0,0,0.5142857142857142,0.8571428571428571,0,0,3,1,4,0,1,7,1,-0.21182940900325775,0.2469269037246704,0.07635293900966644,0.05094922333955765,0.15649059414863586,-0.4593609571456909,0.23530453443527222,0.522438108921051,-0.16461284458637238,-0.294158399105072,0.23545590043067932,-0.3151649534702301,-0.04750460758805275,0.1970662921667099,0.07367990165948868,0.09629851579666138,0.22738073766231537,-0.1930864155292511,-0.17400111258029938,-0.5678163170814514,-0.027406390756368637,-0.023810310289263725,0.3263565003871918,-0.04678142070770264,-0.0914502665400505,0.1125493049621582,-0.20809325575828552,0.07151724398136139,-0.09083248674869537,0.05038120225071907,0.4546060860157013,0.04447779059410095,0.33509621024131775,-0.20715434849262238,0.08431263267993927,0.3422335088253021,0.19191721081733704,0.021784912794828415,-0.08179746568202972,-0.22755147516727448,0.07512295991182327,-0.018621064722537994,-0.03996993973851204,-0.13951309025287628,0.07997022569179535,-0.0018726488342508674,-0.13229523599147797,0.09922253340482712,0.12468935549259186,0.1855941116809845,-0.05942421779036522,-0.05462959408760071,-0.14197827875614166,-0.027211535722017288,0.031544990837574005,0.18132391571998596,0.14494353532791138,0.1212850883603096,-0.13331817090511322,0.14571988582611084,0.05055449530482292,-0.1457197070121765,0.20436346530914307,0.1699429601430893,-0.14766834676265717,0.3598440885543823,0.3564351499080658,0.06423196941614151,-0.25326573848724365,0.35287925601005554,0.02230892889201641,0.13305437564849854,0.15286968648433685,0.03291468322277069,0.4266137480735779,-0.23079000413417816,-0.03003513626754284,0.06388687342405319,0.009247077628970146,-0.2197219729423523,-0.330451637506485,0.07141627371311188,-0.06868579238653183,0.025571651756763458,-0.22155658900737762,-0.0520470067858696,0.34267789125442505,0.016919776797294617,0.19580861926078796,-0.0839805006980896,0.3876921832561493,0.1738300323486328,0.03691587969660759,0.03891977667808533,0.09568456560373306,-0.12770730257034302,0.2546556293964386,-0.13278651237487793,-0.09812597930431366,0.18649634718894958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,3,0
