sentence,phrase,tokens,bio_sim_words,chem_sim_words,phy_sim_words,math_sim_words,tech_sim_words,eng_sim_words,medical_terms,polarity,subjectivity,ner,interjections,nouns,adverb,verb,determiner,pronoun,adjective,preposition,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,apply,class,continue,degree,don,goal,high,learn,life,look,major,physics,place,plan,really,requirements,school,semester,student,study,took,topics,try,trying,understand,ve,want
i also really enjoyed physics last semester and knew that i would enjoy this class as well.,['I also am here because I like to work hard and push my mind to its limits. This is a great opportunity for me to do that and prove to myself and others that I am capable of anything I set my mind to!'],"['i', 'also', 'really', 'enjoyed', 'physics', 'last', 'semester', 'and', 'knew', 'that', 'i', 'would', 'enjoy', 'this', 'class', 'as', 'well', '.']",1,1,0,1,0,0,0,0.3,0.4222222222222222,0,0,5,4,3,1,0,1,1,-0.16823458671569824,0.12008846551179886,0.13215896487236023,0.0876549556851387,0.03218553587794304,-0.31605514883995056,0.2871223986148834,0.5208520889282227,-0.20090974867343903,-0.2635372579097748,0.1467805802822113,-0.4273504316806793,-0.02791220135986805,0.2602079212665558,-0.019096974283456802,-0.08720734715461731,0.2371196746826172,-0.13266468048095703,-0.10342083126306534,-0.5655012726783752,-0.02640325203537941,-0.0652753934264183,0.18283279240131378,-0.07598946243524551,-0.06626798957586288,-0.014518697746098042,-0.2443961203098297,0.1106952577829361,-0.19635839760303497,0.038935478776693344,0.26189765334129333,-0.06625343859195709,0.4172772169113159,-0.21706640720367432,0.015248165465891361,0.2576943635940552,0.19346018135547638,-0.006472285836935043,0.0011832609307020903,-0.20694144070148468,0.12339458614587784,-0.09812163561582565,-0.01708783395588398,-0.009666035883128643,0.1422470659017563,-0.016525106504559517,-0.15230238437652588,0.03873492404818535,0.05049022659659386,0.29721906781196594,0.07555851340293884,-0.1701534539461136,-0.03511578217148781,-0.045889001339673996,0.0616871677339077,0.18752969801425934,0.1469186544418335,0.0643506646156311,-0.11190978437662125,0.13669747114181519,0.016682853922247887,-0.07924170792102814,0.07347226142883301,0.18210434913635254,-0.059906624257564545,0.33501774072647095,0.10908538103103638,0.35730671882629395,-0.2942745089530945,0.20767168700695038,0.06533920019865036,0.28074896335601807,0.21804052591323853,-0.06973870098590851,0.6033248901367188,-0.09142917394638062,0.06487758457660675,0.044433243572711945,-0.015329052694141865,-0.22276927530765533,-0.3664960265159607,0.17246480286121368,-0.1168782114982605,0.19373218715190887,-0.3302440345287323,-0.02822636067867279,0.2598707377910614,0.021419448778033257,0.22250905632972717,-0.016166118904948235,0.491897314786911,0.22581230103969574,-0.04786631092429161,0.05454079434275627,0.3327541649341583,0.0023924510460346937,0.2858286201953888,0.018385149538517,0.01732690818607807,0.10373631119728088,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"in this class, i aim to strengthen my skills and refine my scientific procedure to the max.","['Physics is one of the most difficult subjects I have struggled with in the past. In this class, I aim to strengthen my skills and refine my scientific procedure to the max.']","['in', 'this', 'class', ',', 'i', 'aim', 'to', 'strengthen', 'my', 'skills', 'and', 'refine', 'my', 'scientific', 'procedure', 'to', 'the', 'max', '.']",0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,2,2,0,2,1,-0.14416298270225525,0.1576147824525833,0.11489885300397873,0.0007806991343386471,0.13027001917362213,-0.3136441707611084,0.18233105540275574,0.41599467396736145,-0.14680637419223785,-0.2250448763370514,0.11382501572370529,-0.24898318946361542,-0.05468394607305527,0.184204563498497,0.0034978780895471573,0.0002332530275452882,0.15651972591876984,-0.08594875782728195,-0.08312136679887772,-0.3634059429168701,-0.008561544120311737,-0.039055295288562775,0.23366497457027435,-0.0496770516037941,-0.04129134863615036,0.051028329879045486,-0.1147623136639595,0.07236696034669876,-0.1153806671500206,0.06818010658025742,0.22088700532913208,0.0017955817747861147,0.2509748339653015,-0.1692631095647812,0.04679563269019127,0.23329955339431763,0.07968693971633911,-0.010309560224413872,-0.03513306751847267,-0.190985307097435,0.1286313682794571,-0.06899897009134293,-0.0405319407582283,-0.03154491260647774,0.0879584476351738,-0.012173900380730629,-0.153157040476799,0.05227828398346901,0.06762237846851349,0.21299371123313904,0.052971258759498596,-0.14648878574371338,-0.12783391773700714,-0.06473240256309509,-0.020324720069766045,0.13880765438079834,0.0895148292183876,0.015550250187516212,-0.08123119920492172,0.07892103493213654,0.019983354955911636,-0.09606250375509262,0.11083235591650009,0.1401771605014801,-0.10994593054056168,0.33246055245399475,0.25692814588546753,0.16375185549259186,-0.24837811291217804,0.26697060465812683,0.020346932113170624,0.18634933233261108,0.19514311850070953,0.029290860518813133,0.43710678815841675,-0.1188168078660965,0.01812289096415043,0.01070717815309763,-0.018058013170957565,-0.13427218794822693,-0.26180386543273926,0.09688632190227509,-0.08829539269208908,0.061730895191431046,-0.19940045475959778,-0.055498089641332626,0.22112524509429932,-0.014634518884122372,0.1356830596923828,-0.03608585521578789,0.3451381325721741,0.1476442515850067,0.018442735075950623,0.01831931248307228,0.2081284075975418,-0.05716339126229286,0.28885459899902344,-0.11273445934057236,-0.039713822305202484,0.1365741640329361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am here because one i never took this in high school so i was new to physics and two i am retaking this class.,['I have found physics to be very difficult and I am hoping this class will help me pass physics'],"['i', 'am', 'here', 'because', 'one', 'i', 'never', 'took', 'this', 'in', 'high', 'school', 'so', 'i', 'was', 'new', 'to', 'physics', 'and', 'two', 'i', 'am', 'retaking', 'this', 'class', '.']",1,1,0,1,0,0,0,0.1481818181818182,0.4972727272727272,0,0,7,2,3,2,0,2,3,-0.18922115862369537,0.08432026952505112,0.1364096850156784,0.09472346305847168,0.045282211154699326,-0.3040560781955719,0.22783444821834564,0.5002954006195068,-0.19981934130191803,-0.25957074761390686,0.16037996113300323,-0.3944605588912964,-0.05571300536394119,0.28007420897483826,-0.033195920288562775,-0.0008248889353126287,0.21020397543907166,-0.11938493698835373,-0.146735280752182,-0.5296390056610107,-0.010988162830471992,-0.034470703452825546,0.2686257064342499,-0.12152674794197083,-0.07132115215063095,-0.012427253648638725,-0.17308419942855835,0.011741911061108112,-0.2322971671819687,0.053342416882514954,0.25422945618629456,-0.004429003689438105,0.41970115900039673,-0.20777198672294617,0.052159711718559265,0.3731645941734314,0.13548511266708374,-0.030264882370829582,0.028816208243370056,-0.192827045917511,0.19197864830493927,-0.07618866115808487,-0.0487995520234108,-0.040638674050569534,0.1642051637172699,-0.010427843779325485,-0.21725551784038544,0.06469502300024033,0.059707850217819214,0.284104585647583,0.1051509827375412,-0.1797473281621933,-0.06649775058031082,-0.019843801856040955,0.08525329828262329,0.2522986829280853,0.1403062641620636,0.031924448907375336,-0.08006030321121216,0.09881734102964401,-0.011861581355333328,-0.08675169199705124,0.09443910419940948,0.15893645584583282,-0.059872377663850784,0.34867560863494873,0.1710556596517563,0.2987290024757385,-0.2632664442062378,0.21505360305309296,0.04545428603887558,0.2444559931755066,0.15579664707183838,0.022012315690517426,0.5934208035469055,-0.05698320269584656,0.07824655622243881,-0.015340571291744709,0.0026648982893675566,-0.18681463599205017,-0.34873542189598083,0.20244555175304413,-0.05511327087879181,0.20822308957576752,-0.339010626077652,-0.003668759251013398,0.2567543387413025,-0.02852334827184677,0.1856006234884262,0.004505591467022896,0.4789055585861206,0.29511842131614685,-0.03055882453918457,0.024182727560400963,0.2809845805168152,0.0007459759945049882,0.24307528138160706,-0.08385059982538223,0.012335550040006638,0.16745643317699432,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"i try to put my mistakes behind me, and look forwards the future, and whatever happens, good or bad, ive gotten through it and i know i can do it again.","['I try to put my mistakes behind me, and look forwards the future, and whatever happens, good or bad, Ive gotten through it and I know I can do it again.']","['i', 'try', 'to', 'put', 'my', 'mistakes', 'behind', 'me', ',', 'and', 'look', 'forwards', 'the', 'future', ',', 'and', 'whatever', 'happens', ',', 'good', 'or', 'bad', ',', 'ive', 'gotten', 'through', 'it', 'and', 'i', 'know', 'i', 'can', 'do', 'it', 'again', '.']",0,0,0,0,0,0,0,-0.09999999999999998,0.5229166666666667,0,0,6,1,4,1,3,4,2,-0.14683745801448822,0.17838984727859497,0.08242923766374588,0.08327676355838776,0.10129270702600479,-0.3711703419685364,0.20627276599407196,0.4912815988063812,-0.1793520599603653,-0.22282905876636505,0.13877737522125244,-0.3414703607559204,-0.035994090139865875,0.19644795358181,0.045352380722761154,-0.05079471319913864,0.1508578211069107,-0.17593052983283997,-0.11993056535720825,-0.46974310278892517,-0.053496938198804855,-0.07590631395578384,0.17311155796051025,-0.06368031352758408,-0.07042651623487473,0.009108789265155792,-0.2299579381942749,0.06062011048197746,-0.125799760222435,0.04066832363605499,0.2979389429092407,0.012011735700070858,0.2990502119064331,-0.16053064167499542,0.027861647307872772,0.27329376339912415,0.18210500478744507,-0.00235449499450624,-0.06420976668596268,-0.24517393112182617,0.03692994266748428,-0.06867842376232147,-0.01784067042171955,-0.05215471610426903,0.10686526447534561,0.021081212908029556,-0.14922896027565002,0.06416259706020355,0.0584522970020771,0.20844164490699768,-0.014702212996780872,-0.08617357164621353,-0.053925782442092896,-0.04418706148862839,0.008119377307593822,0.15667083859443665,0.09468480944633484,0.06838323920965195,-0.09995006769895554,0.13792788982391357,0.06511417031288147,-0.06590476632118225,0.10111535340547562,0.10879044234752655,-0.1194336786866188,0.29280874133110046,0.2214481234550476,0.19506840407848358,-0.2663281261920929,0.28763335943222046,0.06489391624927521,0.1642766296863556,0.19213281571865082,0.005090523976832628,0.4471030831336975,-0.14932222664356232,-0.017701592296361923,0.07854148745536804,-0.0250832661986351,-0.22802241146564484,-0.27439212799072266,0.10878641158342361,-0.12163501232862473,0.12875954806804657,-0.2095944732427597,-0.03756793215870857,0.24667447805404663,0.09090643376111984,0.208442822098732,-0.03734853118658066,0.38210874795913696,0.1702149510383606,-0.025377942249178886,0.0399957075715065,0.2086176574230194,-0.034028489142656326,0.22916585206985474,-0.0962618961930275,-0.017161481082439423,0.07518812268972397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
becoming a doctor has been a lifelong dream of mine and i plan on enjoying my journey with amazing opportunities here at sfsu.,['I want to show all the minorities that you can do it too. I want to break stereotypes in the workforce to help other people feel more comfortable in the field they want to go in rather than feeling they do not belong.'],"['becoming', 'a', 'doctor', 'has', 'been', 'a', 'lifelong', 'dream', 'of', 'mine', 'and', 'i', 'plan', 'on', 'enjoying', 'my', 'journey', 'with', 'amazing', 'opportunities', 'here', 'at', 'sfsu', '.']",0,0,0,0,0,0,0,0.36250000000000004,0.7375,0,0,8,1,3,2,0,2,4,-0.08810006827116013,0.17320041358470917,0.11470713466405869,0.07521046698093414,0.14918556809425354,-0.35550105571746826,0.16576196253299713,0.45382755994796753,-0.22121059894561768,-0.1594318300485611,0.14925822615623474,-0.28777310252189636,-0.008432812988758087,0.1525956243276596,0.009670139290392399,0.0186168160289526,0.14682921767234802,-0.10601024329662323,-0.09358284622430801,-0.4664362967014313,-0.006658308673650026,-0.07463259994983673,0.21121521294116974,-0.03453356772661209,-0.12065543979406357,0.0806519165635109,-0.12922264635562897,0.02622171863913536,-0.1880568414926529,0.03795826807618141,0.30146268010139465,0.08480244129896164,0.2768632769584656,-0.20573291182518005,0.06400346010923386,0.3433942496776581,0.10254483669996262,-0.043797120451927185,-0.1129913330078125,-0.2893877327442169,0.13312366604804993,-0.10775309056043625,-0.05371803417801857,-0.009569814428687096,0.15695665776729584,0.00968206487596035,-0.21494801342487335,0.07446955889463425,0.10421227663755417,0.12255804240703583,0.05437555909156799,-0.052664197981357574,-0.0833788514137268,-0.09451562166213989,-0.0672679990530014,0.17678461968898773,0.0203475970774889,0.0329134464263916,-0.09710269421339035,0.06170480698347092,-0.024392083287239075,-0.08123581856489182,0.1082901656627655,0.14764006435871124,-0.18210896849632263,0.32258495688438416,0.2408568114042282,0.15860219299793243,-0.24674192070960999,0.18848589062690735,-0.03082958050072193,0.16688312590122223,0.08001144230365753,0.02043834514915943,0.41888663172721863,-0.051747798919677734,-0.01325395330786705,0.07578796148300171,-0.037242766469717026,-0.09615596383810043,-0.2513938844203949,0.09217243641614914,-0.029844971373677254,0.12152154743671417,-0.2671276032924652,0.029872151091694832,0.2864643931388855,0.08179252594709396,0.2272360771894455,-0.06882189959287643,0.3995151221752167,0.21462680399417877,0.01505589485168457,0.05534585192799568,0.1654537171125412,-0.06172843649983406,0.28320059180259705,-0.15872783958911896,-0.023717010393738747,0.10663973540067673,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i've spent too much of my life in a stagnant position.i want to transform myself as a student and as a citizen.,"[""The majority of my time as a student has been characterized by a lack of motivation to be proactive in my studies. My record has accumulated countless W's and a few class failures, mostly reconciled. I could do decently well in one semester, but at the end of it, I realize that while I may have learned a thing or two about a certain subject, I haven't learned how to actually do anything with that new knowledge, and the class material gets quickly forgotten. I've never been able to utilize most of what I've learned in school in a tangibly productive way. I've spent too much of my life in a stagnant position.I want to transform myself as a student and as a citizen. One one hand, leaving to such a far distance from home to attend university is not what I first expected. On the other hand, I want to take full advantage of the new environment and lack of distractions to fully immerse myself in the college career I've chosen to undertake. I want to gain and RETAIN skills that will allow me to feel and act like I have an influence on the world.""]","['i', ""'ve"", 'spent', 'too', 'much', 'of', 'my', 'life', 'in', 'a', 'stagnant', 'position.i', 'want', 'to', 'transform', 'myself', 'as', 'a', 'student', 'and', 'as', 'a', 'citizen', '.']",0,0,0,0,0,0,0,0.05,0.15000000000000002,0,0,4,1,2,3,1,3,4,-0.15763279795646667,0.19219103455543518,0.08873183280229568,0.05965053290128708,0.07012813538312912,-0.3560499846935272,0.21467477083206177,0.39342206716537476,-0.17382113635540009,-0.16020996868610382,0.15780232846736908,-0.2779882252216339,-0.014687814749777317,0.16366751492023468,-0.010212235152721405,-0.003480280051007867,0.17294569313526154,-0.13920918107032776,-0.08397074043750763,-0.45689505338668823,-0.04070114344358444,-0.10205589979887009,0.22313526272773743,0.0034000093583017588,-0.07557881623506546,0.11616761237382889,-0.1590244174003601,0.049272190779447556,-0.15019352734088898,0.02728736773133278,0.37437549233436584,0.017873849719762802,0.2703779339790344,-0.2263670712709427,0.0709630697965622,0.248489648103714,0.13397231698036194,-0.006993433460593224,-0.0733020082116127,-0.24724915623664856,0.10478479415178299,-0.11321921646595001,-0.06199098378419876,-0.07289937138557434,0.08761131763458252,-0.031616635620594025,-0.13036541640758514,0.07505308091640472,0.08365216851234436,0.11112586408853531,0.02753162384033203,-0.060642536729574203,-0.06497155129909515,-0.0756247490644455,-0.0551145002245903,0.11416486650705338,0.0486469604074955,0.026367459446191788,-0.14672033488750458,0.04960011690855026,0.03061426244676113,-0.10829190909862518,0.118411585688591,0.15324299037456512,-0.1475454568862915,0.2941766381263733,0.26221296191215515,0.15411129593849182,-0.2485232800245285,0.23466525971889496,0.009205512702465057,0.19170692563056946,0.104515939950943,0.012338618747889996,0.4196980893611908,-0.08845505118370056,-0.05856521427631378,0.1093689501285553,0.00684584304690361,-0.1473371535539627,-0.28183677792549133,0.044539470225572586,-0.02941809967160225,0.10441768914461136,-0.2452503889799118,-0.03615201264619827,0.29988759756088257,0.08152526617050171,0.18963439762592316,-0.025728611275553703,0.3705039620399475,0.15760919451713562,0.011664758436381817,0.0247142743319273,0.12851683795452118,-0.07851972430944443,0.27360260486602783,-0.07460752129554749,-0.030161716043949127,0.1340935230255127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that i can and will continue to improve myself not only through school, but through life as well.","['Initially, my motivation was very revolved around myself and proving others wrong, but eventually that motivation bloomed into proving to myself that I can and will continue to improve myself not only through school, but through life as well.']","['initially', ',', 'my', 'motivation', 'was', 'very', 'revolved', 'around', 'myself', 'and', 'proving', 'others', 'wrong', ',', 'but', 'eventually', 'that', 'motivation', 'bloomed', 'into', 'proving', 'to', 'myself', 'that', 'i', 'can', 'and', 'will', 'continue', 'to', 'improve', 'myself', 'not', 'only', 'through', 'school', ',', 'but', 'through', 'life', 'as', 'well', '.']",0,0,0,0,0,0,0,-0.075,0.55,0,0,6,8,8,1,2,1,4,-0.12386776506900787,0.1505763828754425,0.04927901551127434,0.02675066888332367,0.0775727778673172,-0.36775457859039307,0.19166922569274902,0.4683077037334442,-0.15189774334430695,-0.22011253237724304,0.14670193195343018,-0.32945501804351807,-0.018702324479818344,0.19682659208774567,0.005685523618012667,-0.012459605000913143,0.18380481004714966,-0.18694660067558289,-0.09004407376050949,-0.46477004885673523,-0.04780038073658943,-0.09589829295873642,0.1670607477426529,-0.0498177595436573,-0.10284177958965302,0.05910278484225273,-0.19738121330738068,0.04261302202939987,-0.12210195511579514,0.03857049718499184,0.37744441628456116,0.025035656988620758,0.28369542956352234,-0.17612741887569427,0.02799355424940586,0.25167274475097656,0.1303269863128662,-0.033745177090168,-0.08893496543169022,-0.23061053454875946,0.06955522298812866,-0.07960227876901627,-0.014247984625399113,-0.10198712348937988,0.10637769848108292,-0.009316323325037956,-0.1311059445142746,0.035394880920648575,0.04885897412896156,0.1771298497915268,-0.0253037940710783,-0.07535909116268158,-0.07506567239761353,-0.029049869626760483,0.013918144628405571,0.14338436722755432,0.1229291707277298,0.0969318300485611,-0.1094435527920723,0.09594743698835373,0.03357766941189766,-0.10788412392139435,0.11086253821849823,0.14996321499347687,-0.1699778139591217,0.305366575717926,0.24224244058132172,0.12909992039203644,-0.2368059605360031,0.27176621556282043,0.05261756852269173,0.14624032378196716,0.17082808911800385,0.003778650891035795,0.39053258299827576,-0.14054442942142487,-0.024088261649012566,0.07332630455493927,-0.046683549880981445,-0.14761385321617126,-0.2627990245819092,0.08289745450019836,-0.09422872215509415,0.09935053437948227,-0.17276738584041595,-0.04772267863154411,0.25815343856811523,0.1276581734418869,0.2119210809469223,-0.038247592747211456,0.35166582465171814,0.16791674494743347,-0.00951069314032793,0.02863909676671028,0.167311891913414,-0.05652884766459465,0.25625696778297424,-0.06833039969205856,-0.010736816562712193,0.11352302134037018,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i look forward to this semester.,"['The first year was pretty hard, and I was always thinking I was so inferior. But Im glad Im finally here, although school is online. I also originally wanted to transfer to a nursing program, so I applied to many schools in California. However, I did not get into any of them. It was also a really hard time for me to get through, because I was really struggling with deciding if healthcare was really the right path for me, and I felt like I was back to my old self that was feeling so inferior and not good enough from a few years ago. But Ive jumped back, and Im feeling motivated to make the most out of these classes! I look forward to this semester.']","['i', 'look', 'forward', 'to', 'this', 'semester', '.']",0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,1,0,1,0,-0.2216728776693344,0.1214197501540184,0.13481904566287994,0.04637720063328743,0.08152800798416138,-0.335813969373703,0.23468320071697235,0.5317845940589905,-0.15920676290988922,-0.34025144577026367,0.12741826474666595,-0.386584609746933,-0.07275006175041199,0.2968069016933441,0.0045960694551467896,-0.017722206190228462,0.21123570203781128,-0.1432989090681076,-0.12445197254419327,-0.5175381302833557,-0.01609032042324543,0.012494121678173542,0.2712398171424866,-0.11362098902463913,-0.02939961850643158,0.004544444382190704,-0.22207283973693848,0.10809481143951416,-0.17928819358348846,0.10943499952554703,0.24342012405395508,-0.03686697408556938,0.4123229682445526,-0.20045435428619385,0.026052003726363182,0.2624221742153168,0.14595361053943634,0.01700901985168457,0.04067109897732735,-0.14899645745754242,0.13451586663722992,-0.008080859668552876,-0.04488447308540344,-0.03613649681210518,0.09386232495307922,-0.06229257583618164,-0.15590804815292358,0.06757261604070663,0.05767909064888954,0.3145070970058441,0.04275212809443474,-0.2060588151216507,-0.11523669213056564,-0.04681597277522087,0.10791081935167313,0.23745886981487274,0.1587521880865097,0.08821607381105423,-0.06415724009275436,0.20100881159305573,0.010129787027835846,-0.11116733402013779,0.11939022690057755,0.15749357640743256,-0.05282065272331238,0.353297621011734,0.22805307805538177,0.2961913049221039,-0.30144020915031433,0.3292106091976166,0.07320128381252289,0.26207590103149414,0.2675635516643524,-0.01970743201673031,0.5822470784187317,-0.15792571008205414,0.0829150378704071,-0.05253364518284798,-0.02654053084552288,-0.24368363618850708,-0.3755541145801544,0.1935216188430786,-0.1332889199256897,0.12453342229127884,-0.28255006670951843,-0.10624159127473831,0.22079956531524658,-0.051968712359666824,0.18228362500667572,-0.001854685484431684,0.4862308204174042,0.23491965234279633,-0.012812063097953796,0.04304647818207741,0.30243733525276184,-0.017032664269208908,0.2787221372127533,-0.05935339629650116,-0.003149044932797551,0.1733981817960739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
including also the fact that we live in a place well known for innovations in the tech industry.,"[""It's also something very motivating for me to be a first generation in college and the first to be majoring as an engineer so that continues to push me to continue being in the STEM field despite how challenging this field is.""]","['including', 'also', 'the', 'fact', 'that', 'we', 'live', 'in', 'a', 'place', 'well', 'known', 'for', 'innovations', 'in', 'the', 'tech', 'industry', '.']",0,0,0,0,0,0,0,0.13636363636363635,0.5,0,0,5,2,2,3,1,0,4,-0.15092745423316956,0.1838863492012024,0.10781856626272202,-0.004780674818903208,0.09799586981534958,-0.35300660133361816,0.18343371152877808,0.4289957284927368,-0.18697936832904816,-0.1677178591489792,0.08514069765806198,-0.3059086501598358,-0.017672903835773468,0.15958261489868164,0.028157614171504974,-0.06322094798088074,0.13216401636600494,-0.16506904363632202,-0.07751694321632385,-0.43801379203796387,-0.044843316078186035,-0.07950551062822342,0.19989746809005737,-0.06767545640468597,-0.055977292358875275,0.05661754310131073,-0.1703803390264511,0.03267074376344681,-0.15101584792137146,0.05677120015025139,0.281593918800354,-0.007383025251328945,0.2782631516456604,-0.16808809340000153,0.02036924846470356,0.2577914595603943,0.08885899931192398,0.004685011692345142,-0.07301924377679825,-0.255521297454834,0.10929412394762039,-0.12428906559944153,-0.03349461778998375,-0.05240924656391144,0.1283959150314331,0.0005372983287088573,-0.1555936485528946,0.07492895424365997,0.04383016750216484,0.177277073264122,0.04812965542078018,-0.0983523279428482,-0.08587300032377243,-0.08017852902412415,-0.08936494588851929,0.10962547361850739,0.06630141288042068,-0.017384814098477364,-0.11158054322004318,0.05909727141261101,0.07670853286981583,-0.11042477935552597,0.11791638284921646,0.15253698825836182,-0.1111803874373436,0.32036924362182617,0.18052662909030914,0.16882021725177765,-0.2840007543563843,0.2401660829782486,0.045471981167793274,0.21777458488941193,0.16770178079605103,0.023434482514858246,0.42779219150543213,-0.0695779025554657,0.0011961582349613309,0.04708936810493469,-0.017725516110658646,-0.12452546507120132,-0.22775401175022125,0.06343217194080353,-0.11866404116153717,0.09607693552970886,-0.21250265836715698,-0.03531266748905182,0.24233227968215942,0.10904310643672943,0.1990775614976883,-0.025369158014655113,0.38158848881721497,0.1654096245765686,-0.029656866565346718,0.023753639310598373,0.251200795173645,-0.04963875561952591,0.3100351095199585,-0.08515342324972153,-0.017636125907301903,0.05762802064418793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"my goal is to be something in a medical field, even though it is highly impacted to be in one, i am trying my hardest to maintain my place in my classes and succeed.","['My goal is to be something in a Medical field, even though it is highly impacted to be in one, I am trying my hardest to maintain my place in my classes and succeed.']","['my', 'goal', 'is', 'to', 'be', 'something', 'in', 'a', 'medical', 'field', ',', 'even', 'though', 'it', 'is', 'highly', 'impacted', 'to', 'be', 'in', 'one', ',', 'i', 'am', 'trying', 'my', 'hardest', 'to', 'maintain', 'my', 'place', 'in', 'my', 'classes', 'and', 'succeed', '.']",0,0,0,0,0,0,1,0.08,0.26999999999999996,0,0,5,2,6,1,1,2,4,-0.1270492523908615,0.21274863183498383,0.12968064844608307,0.04531218111515045,0.13399909436702728,-0.40647104382514954,0.24676698446273804,0.49953538179397583,-0.19844484329223633,-0.2567322552204132,0.19562628865242004,-0.32633528113365173,-0.018262671306729317,0.18695367872714996,0.056887779384851456,0.024601934477686882,0.21951788663864136,-0.11042880266904831,-0.10830702632665634,-0.4830303192138672,-0.02626810409128666,-0.07889929413795471,0.2893108129501343,-0.03673599660396576,-0.11892245709896088,0.07527722418308258,-0.16207221150398254,0.047570906579494476,-0.1468745768070221,0.0830296203494072,0.30327165126800537,-0.006869844626635313,0.31665095686912537,-0.23050522804260254,0.04940291494131088,0.2962166965007782,0.10716795176267624,-0.011920963414013386,-0.05702981352806091,-0.22485928237438202,0.12962980568408966,-0.0699969008564949,-0.06263431161642075,-0.0050529069267213345,0.09556612372398376,0.008087681606411934,-0.17507724463939667,0.05124292150139809,0.08072181046009064,0.2089553028345108,0.039518311619758606,-0.1243286281824112,-0.11073852330446243,-0.08138556778430939,-0.033038243651390076,0.15289011597633362,0.06906230002641678,0.03378347307443619,-0.08149915933609009,0.07669972628355026,0.007758677937090397,-0.14292597770690918,0.13039731979370117,0.15273737907409668,-0.10494337975978851,0.3910214602947235,0.24506215751171112,0.14408302307128906,-0.28175535798072815,0.23833858966827393,-0.01360374130308628,0.18908649682998657,0.16684237122535706,0.034256402403116226,0.48324859142303467,-0.11511571705341339,-0.0020180316641926765,0.05321843549609184,-0.005818081088364124,-0.18456728756427765,-0.2864271402359009,0.10177817195653915,-0.08678169548511505,0.07351930439472198,-0.27114805579185486,-0.04941790923476219,0.3007391393184662,-0.019511662423610687,0.1685691922903061,-0.09196605533361435,0.4033019542694092,0.1600600928068161,-0.013078124262392521,0.04561573266983032,0.18067863583564758,-0.0864841416478157,0.30355018377304077,-0.11409974843263626,-0.025302071124315262,0.12385079264640808,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
