sentence,phrase,tokens,bio_sim_words,chem_sim_words,phy_sim_words,math_sim_words,tech_sim_words,eng_sim_words,medical_terms,polarity,subjectivity,ner,interjections,nouns,adverb,verb,determiner,pronoun,adjective,preposition,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,better,class,course,family,goal,having,help,important,just,learn,learning,major,make,new,people,physics,question,reason,say,taken,things,time,understand,want,way
in the grand scheme of things we're tiny insignificant particles in this potential multiverse...,"['That is what I believe the purpose of humanity is, to have the potential to change and ultimately live up to that potential is probably THE MOST IMPORTANT thing anyone can do. And because of that I believe the reason we exist is or the reason we are ""here"" is to live up to our potential.']","['in', 'the', 'grand', 'scheme', 'of', 'things', 'we', ""'re"", 'tiny', 'insignificant', 'particles', 'in', 'this', 'potential', 'multiverse', '...']",0,0,0,0,0,0,0,0.16666666666666666,0.8333333333333334,0,0,4,0,0,2,1,4,3,-0.16029612720012665,0.13244998455047607,0.11209024488925934,-0.015575538389384747,0.07492484152317047,-0.2698672115802765,0.11678552627563477,0.35108524560928345,-0.17745853960514069,-0.11841534823179245,-0.018463464453816414,-0.2554491460323334,-0.021009225398302078,0.1330786794424057,0.01635345257818699,-0.09759949892759323,0.03100055456161499,-0.17809994518756866,-0.07387155294418335,-0.3205202519893646,-0.042602118104696274,-0.05146421864628792,0.15993285179138184,-0.10894084721803665,-0.020535167306661606,0.042432334274053574,-0.14280655980110168,0.0013697476824745536,-0.11398717015981674,0.06107219681143761,0.20039549469947815,0.04459846019744873,0.20239043235778809,-0.09830204397439957,-0.01656232215464115,0.24652612209320068,0.03557553514838219,-0.005192289594560862,-0.053885363042354584,-0.23616202175617218,0.10152816027402878,-0.14367333054542542,-0.024832647293806076,-0.05878118425607681,0.11311445385217667,-0.014409035444259644,-0.15734551846981049,0.06238214299082756,0.03528812527656555,0.14212006330490112,0.058185819536447525,-0.10241576284170151,-0.10421937704086304,-0.05679112672805786,-0.10517305880784988,0.12854091823101044,0.06553862988948822,-0.04039926081895828,-0.10872025787830353,0.07478456199169159,0.10357421636581421,-0.056739214807748795,0.08995257318019867,0.10399506241083145,-0.11067717522382736,0.23605696856975555,0.18381856381893158,0.15347568690776825,-0.2595363259315491,0.21962027251720428,0.0862913727760315,0.19747433066368103,0.18124492466449738,0.03772986680269241,0.3388385772705078,-0.05576738342642784,-0.006233610678464174,-0.006776151712983847,-0.040591854602098465,-0.06801215559244156,-0.16770172119140625,0.06377079337835312,-0.128082737326622,0.09243496507406235,-0.1482362300157547,-0.05720008537173271,0.17380113899707794,0.1632610559463501,0.1734461486339569,0.008430296555161476,0.3248671889305115,0.1676410734653473,-0.04174322634935379,0.0005523502477444708,0.2752874195575714,0.011165519244968891,0.2565368711948395,-0.14949826896190643,-0.025853369385004044,0.036112230271101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"during the spring, i took physics 220, one of the more challenging courses i had taken here, in addition to data structures and a few other courses.",['I invested more time into my social life once Spring came around. Time went by much faster because I balanced study time in the library with being out and about in the city.'],"['during', 'the', 'spring', ',', 'i', 'took', 'physics', '220', ',', 'one', 'of', 'the', 'more', 'challenging', 'courses', 'i', 'had', 'taken', 'here', ',', 'in', 'addition', 'to', 'data', 'structures', 'and', 'a', 'few', 'other', 'courses', '.']",1,1,0,1,0,0,0,0.16875,0.49375,0,0,7,2,4,3,0,4,3,-0.13967639207839966,0.12868784368038177,0.12891538441181183,0.03599737212061882,0.1083008199930191,-0.3102359175682068,0.18723665177822113,0.48149019479751587,-0.22230204939842224,-0.21165592968463898,0.09598545730113983,-0.32858771085739136,-0.0295982975512743,0.21770352125167847,-0.0086723817512393,-0.058291200548410416,0.16631069779396057,-0.08212614804506302,-0.10572141408920288,-0.48363232612609863,-0.01148097962141037,-0.08525513857603073,0.2175580859184265,-0.0830482766032219,-0.0771394819021225,0.022158605977892876,-0.15020839869976044,0.07833719253540039,-0.20937518775463104,0.06687591224908829,0.19415614008903503,0.02404339797794819,0.32007381319999695,-0.19791285693645477,0.005908152554184198,0.3106427490711212,0.08411049097776413,-0.027524014934897423,-0.03351996839046478,-0.2195490002632141,0.17583884298801422,-0.13182547688484192,-0.06963875144720078,0.032948628067970276,0.17817901074886322,0.021347763016819954,-0.18267615139484406,0.01563313975930214,0.0575113482773304,0.22651082277297974,0.1327333301305771,-0.1718894988298416,-0.08189752697944641,-0.06679080426692963,-0.062029819935560226,0.16205962002277374,0.05132419243454933,-0.013496456667780876,-0.09636665135622025,0.06742808222770691,0.0041062599048018456,-0.08117937296628952,0.08554064482450485,0.16927570104599,-0.10044576227664948,0.33815568685531616,0.15813875198364258,0.28049346804618835,-0.268755167722702,0.18463686108589172,0.008171365596354008,0.24435368180274963,0.15998166799545288,0.011676796711981297,0.5010998845100403,-0.03169667720794678,0.04376206547021866,0.028309416025877,-0.005346763879060745,-0.11756820231676102,-0.2757658362388611,0.13815195858478546,-0.10029946267604828,0.15829358994960785,-0.29553332924842834,0.004900896921753883,0.2585967779159546,0.02399064227938652,0.18440033495426178,-0.05820086598396301,0.4429253041744232,0.221015065908432,-0.020871618762612343,0.015260869637131691,0.3272722661495209,-0.014918172731995583,0.3241793215274811,-0.10719785839319229,-0.024791058152914047,0.10835947096347809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"i have taken a sci course back in chemistry 115, and i would say that it a major help.",['I learn best when I am in a class setting working with other students and peers.'],"['i', 'have', 'taken', 'a', 'sci', 'course', 'back', 'in', 'chemistry', '115', ',', 'and', 'i', 'would', 'say', 'that', 'it', 'a', 'major', 'help', '.']",1,1,0,1,0,0,0,0.03125,0.25,0,0,5,1,2,2,1,2,2,-0.14512880146503448,0.1668824404478073,0.13212747871875763,0.08512894809246063,0.12565642595291138,-0.3732970058917999,0.25223955512046814,0.5570775866508484,-0.2133512943983078,-0.24982522428035736,0.1640338897705078,-0.3753271996974945,-0.022256983444094658,0.23399785161018372,0.031102240085601807,-0.06762782484292984,0.2275218963623047,-0.08420243859291077,-0.09521563351154327,-0.555526077747345,-0.006320452317595482,-0.07550694793462753,0.22078843414783478,-0.013372506015002728,-0.10885942727327347,0.008905269205570221,-0.2167472094297409,0.13357259333133698,-0.22110013663768768,0.05096748098731041,0.22801260650157928,-0.03335891291499138,0.3873834013938904,-0.2302507609128952,0.046834640204906464,0.2846010625362396,0.16351112723350525,0.004815773107111454,-0.03344499319791794,-0.20493178069591522,0.1413356065750122,-0.08070038259029388,-0.06349208950996399,0.03557612746953964,0.1383240669965744,0.02005859650671482,-0.17744608223438263,0.05883478373289108,0.06967605650424957,0.254701167345047,0.0862019881606102,-0.16597168147563934,-0.04267524182796478,-0.08324646204710007,-0.025742247700691223,0.19512975215911865,0.056300088763237,0.028131769970059395,-0.07098844647407532,0.1037118211388588,-0.02014647237956524,-0.1111779734492302,0.10053950548171997,0.19218435883522034,-0.07503616064786911,0.3969287574291229,0.14173157513141632,0.2975389361381531,-0.29912281036376953,0.19796450436115265,0.003919526003301144,0.2601059675216675,0.14500057697296143,-0.0672488808631897,0.5788707733154297,-0.05231039598584175,0.03929287567734718,0.06974349915981293,-0.008097625337541103,-0.2131272554397583,-0.33663803339004517,0.1320519745349884,-0.08276794105768204,0.15137386322021484,-0.3448769450187683,0.023435503244400024,0.2949335277080536,-0.025928987190127373,0.216246098279953,-0.07862331718206406,0.4934625029563904,0.18049021065235138,-0.02541111782193184,0.06167423725128174,0.2813200056552887,-0.05617263540625572,0.3222498297691345,-0.03792949393391609,0.0038158961106091738,0.1057819351553917,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
i think i am here because for some reason i think that i was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.,['I think that I was made to make a difference in the peoples lives around me to make their days better and just so they can have someone to be there for them.'],"['i', 'think', 'i', 'am', 'here', 'because', 'for', 'some', 'reason', 'i', 'think', 'that', 'i', 'was', 'made', 'to', 'make', 'a', 'difference', 'in', 'the', 'peoples', 'lives', 'around', 'me', 'to', 'make', 'their', 'days', 'better', 'and', 'just', 'so', 'they', 'can', 'have', 'someone', 'to', 'be', 'there', 'for', 'them', '.']",0,0,0,0,0,0,0,0.5,0.5,0,0,6,4,6,3,3,3,7,-0.18720972537994385,0.19859011471271515,0.09792084991931915,0.07149370014667511,0.10570553690195084,-0.38914766907691956,0.20491522550582886,0.48382964730262756,-0.18588531017303467,-0.23676177859306335,0.15505486726760864,-0.34597402811050415,-0.019024092704057693,0.19209584593772888,0.0632743239402771,-0.024374745786190033,0.1662594974040985,-0.21175530552864075,-0.12272552400827408,-0.5243647694587708,-0.05398161709308624,-0.06355062872171402,0.2289734184741974,-0.09149345010519028,-0.05591471493244171,0.0441729798913002,-0.2492876797914505,0.049857061356306076,-0.11969643831253052,0.04660513997077942,0.35275429487228394,0.015597660094499588,0.32098284363746643,-0.1733224093914032,0.058529190719127655,0.3192203938961029,0.164520725607872,0.01863723434507847,-0.08723491430282593,-0.24958394467830658,0.07226912677288055,-0.07674294710159302,-0.030141249299049377,-0.08869479596614838,0.10328279435634613,0.02595541812479496,-0.17117711901664734,0.09176379442214966,0.07093306630849838,0.2131519764661789,-0.00227585481479764,-0.07992871850728989,-0.09261228144168854,-0.03670329600572586,-0.001436065649613738,0.19222843647003174,0.12065718322992325,0.062368154525756836,-0.10272204130887985,0.1329430490732193,0.06830725073814392,-0.1065058708190918,0.11758747696876526,0.16318491101264954,-0.11132510751485825,0.3420535922050476,0.22034256160259247,0.1524832546710968,-0.2591012418270111,0.29361692070961,0.06577586382627487,0.18973363935947418,0.17187678813934326,0.019680697470903397,0.46005281805992126,-0.1764223426580429,0.00028269668109714985,0.03402728959918022,2.3687523935222998e-05,-0.2063184529542923,-0.3038487136363983,0.09274188429117203,-0.10023815184831619,0.0899626761674881,-0.24354448914527893,-0.04305191710591316,0.289233922958374,0.10826221108436584,0.2084571272134781,-0.060914214700460434,0.43449652194976807,0.18467867374420166,-0.03999853879213333,0.03328213095664978,0.20420342683792114,-0.061694081872701645,0.2570513188838959,-0.11300835013389587,-0.05023366957902908,0.09789071977138519,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
i have met many people that i now talk to outside of class and help each other with assignments and made our own mini study groups at the library.,"['Helping me be in a smaller scale room with other peers that are as well trying to learn the same material asking and getting questions, we all found confusing answered. As well it is a great network tool to meet more people that are moving into the same or similar major that I am intending to work towards. I have met many people that I now talk to outside of class and help each other with assignments and made our own mini study groups at the library']","['i', 'have', 'met', 'many', 'people', 'that', 'i', 'now', 'talk', 'to', 'outside', 'of', 'class', 'and', 'help', 'each', 'other', 'with', 'assignments', 'and', 'made', 'our', 'own', 'mini', 'study', 'groups', 'at', 'the', 'library', '.']",0,0,0,0,0,0,0,0.24375,0.48125,0,0,9,1,4,2,0,3,4,-0.152284637093544,0.1451570987701416,0.10420762002468109,0.016167569905519485,0.1275859773159027,-0.33036357164382935,0.18865825235843658,0.48169034719467163,-0.20996667444705963,-0.20896944403648376,0.06307171285152435,-0.3077182173728943,-0.0158804040402174,0.18736931681632996,0.04016672819852829,-0.07825814187526703,0.11398713290691376,-0.19328153133392334,-0.09281560033559799,-0.44173741340637207,-0.03175019100308418,-0.06237608194351196,0.15660151839256287,-0.107088603079319,-0.03751295432448387,0.008027790114283562,-0.1872238665819168,0.09140241146087646,-0.12880027294158936,0.044901613146066666,0.2768906056880951,0.037674665451049805,0.27587297558784485,-0.13701023161411285,-0.002554793143644929,0.30004364252090454,0.10984312742948532,-0.0148551594465971,-0.10508827120065689,-0.24840883910655975,0.08169804513454437,-0.11768448352813721,-0.02416915073990822,-0.04914548993110657,0.14343944191932678,0.019170086830854416,-0.17302431166172028,0.04443811625242233,0.05864747241139412,0.20760779082775116,0.028205638751387596,-0.08987505733966827,-0.11746524274349213,-0.05404457077383995,-0.03798224776983261,0.16254226863384247,0.09523243457078934,0.027790475636720657,-0.0940995067358017,0.11913956701755524,0.04990265145897865,-0.06164109706878662,0.0868847593665123,0.14821664988994598,-0.1629195213317871,0.3159753680229187,0.18677297234535217,0.16874542832374573,-0.24803724884986877,0.2588755786418915,0.06921414285898209,0.19664110243320465,0.19355978071689606,-0.007216791622340679,0.4156401753425598,-0.1349981129169464,0.016177093610167503,0.025219088420271873,-0.036431342363357544,-0.1059751883149147,-0.2474231868982315,0.08624054491519928,-0.13166578114032745,0.09224585443735123,-0.1917092502117157,-0.02858775667846203,0.23242565989494324,0.12697507441043854,0.19944451749324799,-0.04810434952378273,0.38323214650154114,0.1672227680683136,-0.03969431295990944,0.014989002607762814,0.2872127592563629,-0.0164763443171978,0.26915085315704346,-0.13736872375011444,-0.04137890413403511,0.06553656607866287,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"if it were not for my major, i would not take this course since physics has always been the course that i try to avoid.",['I would probably start to relate everything I see with the concepts and formulas I have learned and started to explain to my friends.'],"['if', 'it', 'were', 'not', 'for', 'my', 'major', ',', 'i', 'would', 'not', 'take', 'this', 'course', 'since', 'physics', 'has', 'always', 'been', 'the', 'course', 'that', 'i', 'try', 'to', 'avoid', '.']",1,1,0,1,0,0,0,0.0625,0.5,0,0,3,4,4,2,1,2,4,-0.10416139662265778,0.1832718402147293,0.17363569140434265,0.08120941370725632,0.10294502973556519,-0.359673410654068,0.2242681384086609,0.556199848651886,-0.19516633450984955,-0.23192089796066284,0.1789420247077942,-0.39628344774246216,-0.03735097870230675,0.18053634464740753,0.01457231305539608,-0.03656141832470894,0.2185043841600418,-0.08543375879526138,-0.12631699442863464,-0.5431698560714722,-0.018187368288636208,-0.07797715067863464,0.18893219530582428,-0.05137377604842186,-0.13912630081176758,-0.01084816548973322,-0.22672899067401886,0.08369565010070801,-0.16699424386024475,0.0325486958026886,0.18172037601470947,0.0022973965387791395,0.38106822967529297,-0.19238603115081787,0.0374208465218544,0.28138110041618347,0.18665824830532074,-0.040983524173498154,-0.052759259939193726,-0.2457716166973114,0.10574908554553986,-0.060084905475378036,-0.027332354336977005,0.03882782161235809,0.1595764011144638,0.0710848793387413,-0.1613084226846695,0.03883933648467064,0.038658082485198975,0.2709662616252899,0.06183036416769028,-0.146697536110878,-0.022517366334795952,-0.05135582759976387,-0.01126385573297739,0.19650977849960327,0.08765479922294617,0.053057245910167694,-0.06124943867325783,0.1289360523223877,0.017850926145911217,-0.04901569336652756,0.04033662751317024,0.1638944000005722,-0.06108224764466286,0.35817936062812805,0.10209158062934875,0.2660205662250519,-0.2870122790336609,0.20840339362621307,-0.017943110316991806,0.21973276138305664,0.1873679906129837,-0.04921792075037956,0.5440349578857422,-0.08936259150505066,0.06881821900606155,0.05373714119195938,-0.02832365594804287,-0.20409686863422394,-0.2925510108470917,0.16337253153324127,-0.12230198085308075,0.19122518599033356,-0.3253781497478485,0.05400608107447624,0.2579347789287567,0.03610554337501526,0.21881259977817535,-0.08300099521875381,0.48333442211151123,0.18309226632118225,-0.05812900513410568,0.09127521514892578,0.29877570271492004,-0.053817253559827805,0.2539566159248352,-0.05086415261030197,-0.015852203592658043,0.07002811133861542,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"i am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them.","['I am here to benefit others, not in a selfsacrificing way, just in the way that everyone has some affect on others and things around them. I hope my existence affects others in a good way.']","['i', 'am', 'here', 'to', 'benefit', 'others', ',', 'not', 'in', 'a', 'selfsacrificing', 'way', ',', 'just', 'in', 'the', 'way', 'that', 'everyone', 'has', 'some', 'affect', 'on', 'others', 'and', 'things', 'around', 'them', '.']",0,0,0,0,0,0,0,0.0,0.0,0,0,7,3,1,3,1,1,5,-0.20120278000831604,0.1881609857082367,0.06977345794439316,0.019464384764432907,0.1173243522644043,-0.3788577616214752,0.19168630242347717,0.46449413895606995,-0.19760602712631226,-0.22472326457500458,0.09810001403093338,-0.3273680806159973,-0.009850215166807175,0.19450952112674713,0.07480303943157196,-0.08309514075517654,0.12614208459854126,-0.22735196352005005,-0.11426912248134613,-0.511701762676239,-0.0614020936191082,-0.09577371925115585,0.2071933150291443,-0.10565796494483948,-0.047267112880945206,0.04819203540682793,-0.24611368775367737,0.05277604982256889,-0.12125291675329208,0.057467274367809296,0.36332380771636963,0.03280677646398544,0.289983332157135,-0.16427081823349,0.03916443511843681,0.3022511303424835,0.14022605121135712,0.04091067612171173,-0.09627968817949295,-0.25991857051849365,0.08037857711315155,-0.10534152388572693,-0.03453247621655464,-0.08728942275047302,0.11616794764995575,0.011280897073447704,-0.15991678833961487,0.09128393232822418,0.0733010470867157,0.1951623409986496,0.02267361804842949,-0.06902364641427994,-0.08485712110996246,-0.03227612003684044,-0.03961682319641113,0.1633492261171341,0.10884835571050644,0.031788069754838943,-0.11001069843769073,0.11536650359630585,0.09060586243867874,-0.10988824814558029,0.13587258756160736,0.1639205515384674,-0.12516841292381287,0.3130260407924652,0.22395606338977814,0.15738657116889954,-0.2692047953605652,0.2819466292858124,0.07457158714532852,0.2030038833618164,0.1808505803346634,0.020268728956580162,0.4219743609428406,-0.15538042783737183,-0.00623365631327033,0.042743977159261703,-0.012599608860909939,-0.17069314420223236,-0.2625892162322998,0.08587540686130524,-0.12767554819583893,0.07620187103748322,-0.21187236905097961,-0.06905663758516312,0.2808312475681305,0.148833766579628,0.2206336259841919,-0.05233921483159065,0.4245797395706177,0.1901799738407135,-0.030344774946570396,0.005352327600121498,0.25318148732185364,-0.03756699711084366,0.2929110825061798,-0.13756999373435974,-0.03917703405022621,0.07061793655157089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
i want the students i teach to leave the classroom feeling loved and having love for math the same way i do.,['I am here because I want to be a math teacher and bring love and joy to the center of math for students. I want the students i teach to leave the classroom feeling loved and having love for math the same way i do. I also want to be an anchor or a safe place for the students that I teach because I believe its important to have that in high school or in life in general.'],"['i', 'want', 'the', 'students', 'i', 'teach', 'to', 'leave', 'the', 'classroom', 'feeling', 'loved', 'and', 'having', 'love', 'for', 'math', 'the', 'same', 'way', 'i', 'do', '.']",1,1,0,1,0,0,0,0.39999999999999997,0.5083333333333333,0,0,8,0,3,3,0,1,1,-0.1698598712682724,0.1918157935142517,0.10459594428539276,0.05314213037490845,0.108624167740345,-0.3454640209674835,0.19851182401180267,0.48492610454559326,-0.20723463594913483,-0.21956291794776917,0.11660110950469971,-0.34718233346939087,-0.012939265929162502,0.1856738030910492,0.04990819841623306,-0.05580625310540199,0.13635645806789398,-0.1861097812652588,-0.13986720144748688,-0.48583748936653137,-0.03397390618920326,-0.06550390273332596,0.21233424544334412,-0.1005849540233612,-0.04358809068799019,0.019836025312542915,-0.195167675614357,0.055726420134305954,-0.12908987700939178,0.05657004192471504,0.2897213101387024,0.020137744024395943,0.3115803599357605,-0.15166662633419037,0.014836177229881287,0.31075242161750793,0.1664101928472519,0.007878073491156101,-0.06306644529104233,-0.2552301287651062,0.0676702931523323,-0.08621205389499664,-0.03252749145030975,-0.05011290684342384,0.12504978477954865,0.029546039178967476,-0.1469499170780182,0.065487802028656,0.055236898362636566,0.2105395644903183,0.01780262589454651,-0.09883298724889755,-0.08913380652666092,-0.04476326331496239,-0.018517928197979927,0.15752539038658142,0.10556421428918839,0.03922310844063759,-0.12021557986736298,0.1267145276069641,0.08313187956809998,-0.07144436240196228,0.11028040200471878,0.13688427209854126,-0.11561131477355957,0.3164869546890259,0.20260196924209595,0.18481865525245667,-0.2770630419254303,0.27971532940864563,0.05347087234258652,0.19750508666038513,0.20772309601306915,0.003510929411277175,0.44339266419410706,-0.13898968696594238,0.018945835530757904,0.04860570281744003,-0.01536851841956377,-0.16905692219734192,-0.2612842321395874,0.10620031505823135,-0.13530533015727997,0.12776459753513336,-0.2511387765407562,-0.03244388476014137,0.25085684657096863,0.08958026766777039,0.21494030952453613,-0.04081767424941063,0.401894211769104,0.19995397329330444,-0.0299502145498991,0.022481262683868408,0.26869645714759827,-0.04276205226778984,0.24786801636219025,-0.12595517933368683,-0.05066961422562599,0.07368917763233185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
i want to be the first in my family to graduate and become a doctor.,['I want to save lifes'],"['i', 'want', 'to', 'be', 'the', 'first', 'in', 'my', 'family', 'to', 'graduate', 'and', 'become', 'a', 'doctor', '.']",0,0,0,0,0,0,1,0.25,0.3333333333333333,0,0,4,0,2,2,0,1,1,-0.1610100418329239,0.22550052404403687,0.109100341796875,0.04346774145960808,0.1688893586397171,-0.4495747983455658,0.2144906222820282,0.535193145275116,-0.1836041361093521,-0.28588077425956726,0.21866685152053833,-0.31479254364967346,-0.042780932039022446,0.23065169155597687,0.04003619775176048,0.1007235050201416,0.23280058801174164,-0.13071922957897186,-0.1295323520898819,-0.5245557427406311,-0.01049878355115652,-0.05151604115962982,0.34997451305389404,-0.019593333825469017,-0.12457004189491272,0.12401489913463593,-0.138851135969162,0.053594816476106644,-0.15722033381462097,0.08931497484445572,0.39720219373703003,0.03169790282845497,0.3191809356212616,-0.23965711891651154,0.07921929657459259,0.3348417580127716,0.12437782436609268,-0.007051108404994011,-0.06683916598558426,-0.19821637868881226,0.13302795588970184,-0.019129592925310135,-0.0768890306353569,-0.04988930746912956,0.10216297209262848,-0.015414511784911156,-0.16128644347190857,0.074856236577034,0.11569894105195999,0.1860124170780182,0.010163376107811928,-0.09375416487455368,-0.1457854062318802,-0.07526613026857376,-0.0014073861530050635,0.17385025322437286,0.08884214609861374,0.083348847925663,-0.10468080639839172,0.09474184364080429,-0.010775251314043999,-0.16740980744361877,0.1871383786201477,0.17303051054477692,-0.1430903822183609,0.39223381876945496,0.3600258231163025,0.09695485979318619,-0.2741152048110962,0.3188583254814148,-0.030099134892225266,0.1649513989686966,0.1332065761089325,0.03725052624940872,0.4572153687477112,-0.12364304065704346,-0.008892696350812912,0.05501220375299454,0.005129306111484766,-0.1841190606355667,-0.3172244727611542,0.09120166301727295,-0.0513434074819088,0.03700505197048187,-0.2527141273021698,-0.06788671016693115,0.3205682337284088,-0.038739632815122604,0.18048378825187683,-0.06447646021842957,0.3911881744861603,0.20099271833896637,0.04253562539815903,0.04240712895989418,0.10356707125902176,-0.1299176961183548,0.2912655770778656,-0.11656740307807922,-0.045381996780633926,0.20299623906612396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"the reason i believe that i am here is to help people, i believe that i was gifted with an extreme level of compassion for people and a strong desire to serve the populus i believe the best way that i can do that is through medicine and learning about the body.","['The reason I believe that I am here is to help people, I believe that I was gifted with an extreme level of compassion for people and a strong desire to serve the populus I believe the best way that I can do that is through medicine and learning about the body.']","['the', 'reason', 'i', 'believe', 'that', 'i', 'am', 'here', 'is', 'to', 'help', 'people', ',', 'i', 'believe', 'that', 'i', 'was', 'gifted', 'with', 'an', 'extreme', 'level', 'of', 'compassion', 'for', 'people', 'and', 'a', 'strong', 'desire', 'to', 'serve', 'the', 'populus', 'i', 'believe', 'the', 'best', 'way', 'that', 'i', 'can', 'do', 'that', 'is', 'through', 'medicine', 'and', 'learning', 'about', 'the', 'body', '.']",1,1,0,0,0,0,1,0.45208333333333334,0.7583333333333333,0,0,15,1,6,7,0,4,8,-0.18287070095539093,0.16917777061462402,0.10595427453517914,0.05015229806303978,0.09963366389274597,-0.36187613010406494,0.21819113194942474,0.4544936716556549,-0.21256278455257416,-0.22613470256328583,0.13701225817203522,-0.3429783284664154,-0.021358966827392578,0.19104352593421936,0.05765045806765556,-0.03923575580120087,0.16429810225963593,-0.20233014225959778,-0.12022890150547028,-0.5168449878692627,-0.05184846743941307,-0.05964614078402519,0.24610508978366852,-0.1276070475578308,-0.0311554167419672,0.03362789750099182,-0.23603159189224243,0.055652912706136703,-0.14268942177295685,0.0712084248661995,0.326131671667099,0.010324593633413315,0.35729220509529114,-0.1824129968881607,0.047494370490312576,0.32252395153045654,0.13951291143894196,0.03383595123887062,-0.07001186907291412,-0.2573747932910919,0.08981676399707794,-0.0968579351902008,-0.04121040180325508,-0.07201585918664932,0.11913333833217621,0.008969642221927643,-0.18332543969154358,0.09842487424612045,0.06681161373853683,0.23012761771678925,0.034182969480752945,-0.09288659691810608,-0.08415291458368301,-0.04393444582819939,-0.009287864901125431,0.1758546233177185,0.10470791161060333,0.02482271008193493,-0.08331964910030365,0.12961718440055847,0.06158897653222084,-0.10680440068244934,0.12110172212123871,0.17693094909191132,-0.0783655121922493,0.35047897696495056,0.1956925094127655,0.18575382232666016,-0.28644829988479614,0.2524719536304474,0.07190367579460144,0.22021107375621796,0.17200179398059845,0.016345804557204247,0.4812364876270294,-0.1509263515472412,0.027181118726730347,0.014942075125873089,0.004247270990163088,-0.20437102019786835,-0.2938648462295532,0.11618349701166153,-0.11085714399814606,0.10430486500263214,-0.26314210891723633,-0.05400877445936203,0.286186158657074,0.0797409638762474,0.196915864944458,-0.04159541055560112,0.42905864119529724,0.19302865862846375,-0.05085914209485054,0.012586373835802078,0.2705363929271698,-0.05078231915831566,0.29555830359458923,-0.11687158793210983,-0.02590034157037735,0.08518294990062714,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1
